地區名稱,指標名稱,Year,數值
Papua New Guinea,二氧化碳排放量(每人公噸),1972,0.492521815012
Papua New Guinea,金融部門提供之國內信貸(佔GDP百分比),1972,
Papua New Guinea,電力消耗(每人千瓦時),1972,
Papua New Guinea,能源使用量(每人石油當量公斤),1972,
Papua New Guinea,商品與服務出口(佔GDP百分比),1972,31.209049453
Papua New Guinea,總生育率(每名婦女生育數),1972,6.108
Papua New Guinea,GDP成長率(年增率%),1972,5.643553368759999
Papua New Guinea,商品與服務進口(佔GDP百分比),1972,48.2499295426
Papua New Guinea,工業增加值(佔GDP百分比),1972,29.7388628545
Papua New Guinea,通貨膨脹率-GDP平減指數(年增率%),1972,7.13256643138
Papua New Guinea,出生時預期壽命(歲),1972,47.3813170732
Papua New Guinea,人口密度(每平方公里人數),1972,5.68849754891
Papua New Guinea,服務業等增加值(佔GDP百分比),1972,36.1942207428
Paraguay,農業增加值(佔GDP百分比),1972,
Paraguay,二氧化碳排放量(每人公噸),1972,0.275370165912
Paraguay,金融部門提供之國內信貸(佔GDP百分比),1972,30.8145718295
Paraguay,電力消耗(每人千瓦時),1972,88.9576588501
Paraguay,能源使用量(每人石油當量公斤),1972,540.588375968
Paraguay,商品與服務出口(佔GDP百分比),1972,
Paraguay,總生育率(每名婦女生育數),1972,5.457999999999999
Paraguay,GDP成長率(年增率%),1972,6.63129747578
Paraguay,商品與服務進口(佔GDP百分比),1972,
Paraguay,工業增加值(佔GDP百分比),1972,
Paraguay,通貨膨脹率-GDP平減指數(年增率%),1972,7.36897518513
Paraguay,出生時預期壽命(歲),1972,65.7752195122
Paraguay,人口密度(每平方公里人數),1972,6.535970299520001
Paraguay,服務業等增加值(佔GDP百分比),1972,
Peru,農業增加值(佔GDP百分比),1972,16.782205784400002
Peru,二氧化碳排放量(每人公噸),1972,1.29143243875
Peru,金融部門提供之國內信貸(佔GDP百分比),1972,25.7289663664
Peru,電力消耗(每人千瓦時),1972,412.933729644
Peru,能源使用量(每人石油當量公斤),1972,648.807999388
Peru,商品與服務出口(佔GDP百分比),1972,13.7498876168
Peru,總生育率(每名婦女生育數),1972,6.099
Peru,GDP成長率(年增率%),1972,3.4775351231
Peru,商品與服務進口(佔GDP百分比),1972,14.3969737441
Peru,工業增加值(佔GDP百分比),1972,32.1201597421
Peru,通貨膨脹率-GDP平減指數(年增率%),1972,7.12948977389
Peru,出生時預期壽命(歲),1972,55.0175853659
Peru,人口密度(每平方公里人數),1972,10.994121875
Peru,服務業等增加值(佔GDP百分比),1972,51.0976344735
Philippines,農業增加值(佔GDP百分比),1972,29.4515556386
Philippines,二氧化碳排放量(每人公噸),1972,0.697230273115
Philippines,金融部門提供之國內信貸(佔GDP百分比),1972,30.8404176447
Philippines,電力消耗(每人千瓦時),1972,260.458689954
Philippines,能源使用量(每人石油當量公斤),1972,406.49229803800006
Philippines,商品與服務出口(佔GDP百分比),1972,19.6804634215
Philippines,總生育率(每名婦女生育數),1972,6.041
Philippines,GDP成長率(年增率%),1972,5.44679110378
Philippines,商品與服務進口(佔GDP百分比),1972,19.4693076707
Philippines,工業增加值(佔GDP百分比),1972,33.5195739512
Philippines,通貨膨脹率-GDP平減指數(年增率%),1972,6.51174150536
Philippines,出生時預期壽命(歲),1972,61.231097561000006
Philippines,人口密度(每平方公里人數),1972,127.155501911
Philippines,服務業等增加值(佔GDP百分比),1972,37.0288704102
Poland,農業增加值(佔GDP百分比),1972,
Poland,二氧化碳排放量(每人公噸),1972,9.98174269754
Poland,金融部門提供之國內信貸(佔GDP百分比),1972,
Poland,電力消耗(每人千瓦時),1972,2111.74186561
Poland,能源使用量(每人石油當量公斤),1972,2693.74527501
Poland,商品與服務出口(佔GDP百分比),1972,
Poland,總生育率(每名婦女生育數),1972,2.24
Poland,GDP成長率(年增率%),1972,
Poland,商品與服務進口(佔GDP百分比),1972,
Poland,工業增加值(佔GDP百分比),1972,
Poland,通貨膨脹率-GDP平減指數(年增率%),1972,
Poland,出生時預期壽命(歲),1972,70.6658536585
Poland,人口密度(每平方公里人數),1972,107.922720298
Poland,服務業等增加值(佔GDP百分比),1972,
Portugal,農業增加值(佔GDP百分比),1972,
Portugal,二氧化碳排放量(每人公噸),1972,2.12615918326
Portugal,金融部門提供之國內信貸(佔GDP百分比),1972,62.4621537137
Portugal,電力消耗(每人千瓦時),1972,911.54206685
Portugal,能源使用量(每人石油當量公斤),1972,745.283954565
Portugal,商品與服務出口(佔GDP百分比),1972,21.3344521927
Portugal,總生育率(每名婦女生育數),1972,2.86
Portugal,GDP成長率(年增率%),1972,8.015696317589999
Portugal,商品與服務進口(佔GDP百分比),1972,24.8922364686
Portugal,工業增加值(佔GDP百分比),1972,
Portugal,通貨膨脹率-GDP平減指數(年增率%),1972,7.80456781261
Portugal,出生時預期壽命(歲),1972,68.3243902439
Portugal,人口密度(每平方公里人數),1972,94.3216393443
Portugal,服務業等增加值(佔GDP百分比),1972,
Puerto Rico,農業增加值(佔GDP百分比),1972,4.11349729021
Puerto Rico,二氧化碳排放量(每人公噸),1972,
Puerto Rico,金融部門提供之國內信貸(佔GDP百分比),1972,
Puerto Rico,電力消耗(每人千瓦時),1972,
Puerto Rico,能源使用量(每人石油當量公斤),1972,
Puerto Rico,商品與服務出口(佔GDP百分比),1972,40.1491570415
Puerto Rico,總生育率(每名婦女生育數),1972,3.006
Puerto Rico,GDP成長率(年增率%),1972,7.17357514127
Puerto Rico,商品與服務進口(佔GDP百分比),1972,61.4166758836
Puerto Rico,工業增加值(佔GDP百分比),1972,54.9791202421
Puerto Rico,通貨膨脹率-GDP平減指數(年增率%),1972,4.57746478873
Puerto Rico,出生時預期壽命(歲),1972,72.1822682927
Puerto Rico,人口密度(每平方公里人數),1972,317.616234498
Puerto Rico,服務業等增加值(佔GDP百分比),1972,40.9073824677
Qatar,農業增加值(佔GDP百分比),1972,
Qatar,二氧化碳排放量(每人公噸),1972,82.7189381563
Qatar,金融部門提供之國內信貸(佔GDP百分比),1972,13.9629126916
Qatar,電力消耗(每人千瓦時),1972,3037.34554408
Qatar,能源使用量(每人石油當量公斤),1972,7810.38833537
Qatar,商品與服務出口(佔GDP百分比),1972,
Qatar,總生育率(每名婦女生育數),1972,6.794
Qatar,GDP成長率(年增率%),1972,
Qatar,商品與服務進口(佔GDP百分比),1972,
Qatar,工業增加值(佔GDP百分比),1972,
Qatar,通貨膨脹率-GDP平減指數(年增率%),1972,
Qatar,出生時預期壽命(歲),1972,69.6559268293
Qatar,人口密度(每平方公里人數),1972,11.2297157623
Qatar,服務業等增加值(佔GDP百分比),1972,
Romania,農業增加值(佔GDP百分比),1972,
Romania,二氧化碳排放量(每人公噸),1972,6.41025170108
Romania,金融部門提供之國內信貸(佔GDP百分比),1972,
Romania,電力消耗(每人千瓦時),1972,1786.72072945
Romania,能源使用量(每人石油當量公斤),1972,2131.63973572
Romania,商品與服務出口(佔GDP百分比),1972,
Romania,總生育率(每名婦女生育數),1972,2.55
Romania,GDP成長率(年增率%),1972,
Romania,商品與服務進口(佔GDP百分比),1972,
Romania,工業增加值(佔GDP百分比),1972,
Romania,通貨膨脹率-GDP平減指數(年增率%),1972,
Romania,出生時預期壽命(歲),1972,68.4702439024
Romania,人口密度(每平方公里人數),1972,89.68462707299999
Romania,服務業等增加值(佔GDP百分比),1972,
Russian Federation,農業增加值(佔GDP百分比),1972,
Russian Federation,二氧化碳排放量(每人公噸),1972,
Russian Federation,金融部門提供之國內信貸(佔GDP百分比),1972,
Russian Federation,電力消耗(每人千瓦時),1972,
Russian Federation,能源使用量(每人石油當量公斤),1972,
Russian Federation,商品與服務出口(佔GDP百分比),1972,
Russian Federation,總生育率(每名婦女生育數),1972,2.04
Russian Federation,GDP成長率(年增率%),1972,
Russian Federation,商品與服務進口(佔GDP百分比),1972,
Russian Federation,工業增加值(佔GDP百分比),1972,
Russian Federation,通貨膨脹率-GDP平減指數(年增率%),1972,
Russian Federation,出生時預期壽命(歲),1972,68.3085365854
Russian Federation,人口密度(每平方公里人數),1972,8.04816366127
Russian Federation,服務業等增加值(佔GDP百分比),1972,
Rwanda,農業增加值(佔GDP百分比),1972,59.559473464700005
Rwanda,二氧化碳排放量(每人公噸),1972,0.016568989637
Rwanda,金融部門提供之國內信貸(佔GDP百分比),1972,12.7220268801
Rwanda,電力消耗(每人千瓦時),1972,
Rwanda,能源使用量(每人石油當量公斤),1972,
Rwanda,商品與服務出口(佔GDP百分比),1972,8.281938617869999
Rwanda,總生育率(每名婦女生育數),1972,8.277999999999999
Rwanda,GDP成長率(年增率%),1972,0.263068275939
Rwanda,商品與服務進口(佔GDP百分比),1972,16.2555067403
Rwanda,工業增加值(佔GDP百分比),1972,9.42731310757
Rwanda,通貨膨脹率-GDP平減指數(年增率%),1972,1.84633285572
Rwanda,出生時預期壽命(歲),1972,44.4436097561
Rwanda,人口密度(每平方公里人數),1972,161.479813539
Rwanda,服務業等增加值(佔GDP百分比),1972,31.013213427800004
Samoa,農業增加值(佔GDP百分比),1972,
Samoa,二氧化碳排放量(每人公噸),1972,0.248908860124
Samoa,金融部門提供之國內信貸(佔GDP百分比),1972,
Samoa,電力消耗(每人千瓦時),1972,
Samoa,能源使用量(每人石油當量公斤),1972,
Samoa,商品與服務出口(佔GDP百分比),1972,
Samoa,總生育率(每名婦女生育數),1972,7.039
Samoa,GDP成長率(年增率%),1972,
Samoa,商品與服務進口(佔GDP百分比),1972,
Samoa,工業增加值(佔GDP百分比),1972,
Samoa,通貨膨脹率-GDP平減指數(年增率%),1972,
Samoa,出生時預期壽命(歲),1972,55.9695121951
Samoa,人口密度(每平方公里人數),1972,52.05759717310001
Samoa,服務業等增加值(佔GDP百分比),1972,
San Marino,農業增加值(佔GDP百分比),1972,
San Marino,二氧化碳排放量(每人公噸),1972,
San Marino,金融部門提供之國內信貸(佔GDP百分比),1972,
San Marino,電力消耗(每人千瓦時),1972,
San Marino,能源使用量(每人石油當量公斤),1972,
San Marino,商品與服務出口(佔GDP百分比),1972,
San Marino,總生育率(每名婦女生育數),1972,
San Marino,GDP成長率(年增率%),1972,3.6905997303699993
San Marino,商品與服務進口(佔GDP百分比),1972,
San Marino,工業增加值(佔GDP百分比),1972,
San Marino,通貨膨脹率-GDP平減指數(年增率%),1972,5.63265654704
San Marino,出生時預期壽命(歲),1972,
San Marino,人口密度(每平方公里人數),1972,323.266666667
San Marino,服務業等增加值(佔GDP百分比),1972,
Sao Tome and Principe,農業增加值(佔GDP百分比),1972,
Sao Tome and Principe,二氧化碳排放量(每人公噸),1972,0.141882480396
Sao Tome and Principe,金融部門提供之國內信貸(佔GDP百分比),1972,
Sao Tome and Principe,電力消耗(每人千瓦時),1972,
Sao Tome and Principe,能源使用量(每人石油當量公斤),1972,
Sao Tome and Principe,商品與服務出口(佔GDP百分比),1972,
Sao Tome and Principe,總生育率(每名婦女生育數),1972,6.51
Sao Tome and Principe,GDP成長率(年增率%),1972,
Sao Tome and Principe,商品與服務進口(佔GDP百分比),1972,
Sao Tome and Principe,工業增加值(佔GDP百分比),1972,
Sao Tome and Principe,通貨膨脹率-GDP平減指數(年增率%),1972,
Sao Tome and Principe,出生時預期壽命(歲),1972,57.099804878
Sao Tome and Principe,人口密度(每平方公里人數),1972,80.7666666667
Sao Tome and Principe,服務業等增加值(佔GDP百分比),1972,
Saudi Arabia,農業增加值(佔GDP百分比),1972,2.81605751947
Saudi Arabia,二氧化碳排放量(每人公噸),1972,11.0220765685
Saudi Arabia,金融部門提供之國內信貸(佔GDP百分比),1972,-15.9104753345
Saudi Arabia,電力消耗(每人千瓦時),1972,358.659038255
Saudi Arabia,能源使用量(每人石油當量公斤),1972,979.423249943
Saudi Arabia,商品與服務出口(佔GDP百分比),1972,61.5837827042
Saudi Arabia,總生育率(每名婦女生育數),1972,7.298999999999999
Saudi Arabia,GDP成長率(年增率%),1972,20.3639190247
Saudi Arabia,商品與服務進口(佔GDP百分比),1972,18.271919313
Saudi Arabia,工業增加值(佔GDP百分比),1972,67.34072298779999
Saudi Arabia,通貨膨脹率-GDP平減指數(年增率%),1972,3.23254622399
Saudi Arabia,出生時預期壽命(歲),1972,54.9089512195
Saudi Arabia,人口密度(每平方公里人數),1972,2.96884946202
Saudi Arabia,服務業等增加值(佔GDP百分比),1972,29.8432194927
Senegal,農業增加值(佔GDP百分比),1972,
Senegal,二氧化碳排放量(每人公噸),1972,0.32456811543
Senegal,金融部門提供之國內信貸(佔GDP百分比),1972,14.6334711325
Senegal,電力消耗(每人千瓦時),1972,75.3565725869
Senegal,能源使用量(每人石油當量公斤),1972,280.837670795
Senegal,商品與服務出口(佔GDP百分比),1972,26.456877692800003
Senegal,總生育率(每名婦女生育數),1972,7.405
Senegal,GDP成長率(年增率%),1972,6.383208916290001
Senegal,商品與服務進口(佔GDP百分比),1972,29.244442191300003
Senegal,工業增加值(佔GDP百分比),1972,
Senegal,通貨膨脹率-GDP平減指數(年增率%),1972,4.10363946514
Senegal,出生時預期壽命(歲),1972,40.5562195122
Senegal,人口密度(每平方公里人數),1972,23.2968472446
Senegal,服務業等增加值(佔GDP百分比),1972,
Serbia,農業增加值(佔GDP百分比),1972,
Serbia,二氧化碳排放量(每人公噸),1972,
Serbia,金融部門提供之國內信貸(佔GDP百分比),1972,
Serbia,電力消耗(每人千瓦時),1972,
Serbia,能源使用量(每人石油當量公斤),1972,
Serbia,商品與服務出口(佔GDP百分比),1972,
Serbia,總生育率(每名婦女生育數),1972,
Serbia,GDP成長率(年增率%),1972,
Serbia,商品與服務進口(佔GDP百分比),1972,
Serbia,工業增加值(佔GDP百分比),1972,
Serbia,通貨膨脹率-GDP平減指數(年增率%),1972,
Serbia,出生時預期壽命(歲),1972,
Serbia,人口密度(每平方公里人數),1972,80.6425794649
Serbia,服務業等增加值(佔GDP百分比),1972,
Seychelles,農業增加值(佔GDP百分比),1972,
Seychelles,二氧化碳排放量(每人公噸),1972,0.7848327031460001
Seychelles,金融部門提供之國內信貸(佔GDP百分比),1972,22.5550122249
Seychelles,電力消耗(每人千瓦時),1972,
Seychelles,能源使用量(每人石油當量公斤),1972,
Seychelles,商品與服務出口(佔GDP百分比),1972,
Seychelles,總生育率(每名婦女生育數),1972,
Seychelles,GDP成長率(年增率%),1972,6.3083079664
Seychelles,商品與服務進口(佔GDP百分比),1972,
Seychelles,工業增加值(佔GDP百分比),1972,
Seychelles,通貨膨脹率-GDP平減指數(年增率%),1972,27.7112179207
Seychelles,出生時預期壽命(歲),1972,
Seychelles,人口密度(每平方公里人數),1972,121.802173913
Seychelles,服務業等增加值(佔GDP百分比),1972,
Sierra Leone,農業增加值(佔GDP百分比),1972,30.4347826087
Sierra Leone,二氧化碳排放量(每人公噸),1972,0.260336697959
Sierra Leone,金融部門提供之國內信貸(佔GDP百分比),1972,9.49905116822
Sierra Leone,電力消耗(每人千瓦時),1972,
Sierra Leone,能源使用量(每人石油當量公斤),1972,
Sierra Leone,商品與服務出口(佔GDP百分比),1972,27.772649602
Sierra Leone,總生育率(每名婦女生育數),1972,6.049
Sierra Leone,GDP成長率(年增率%),1972,0.900234650272
Sierra Leone,商品與服務進口(佔GDP百分比),1972,29.0338230622
Sierra Leone,工業增加值(佔GDP百分比),1972,27.627958172800003
Sierra Leone,通貨膨脹率-GDP平減指數(年增率%),1972,5.95027921157
Sierra Leone,出生時預期壽命(歲),1972,36.2952439024
Sierra Leone,人口密度(每平方公里人數),1972,36.1019257412
Sierra Leone,服務業等增加值(佔GDP百分比),1972,41.9372592185
Singapore,農業增加值(佔GDP百分比),1972,
Singapore,二氧化碳排放量(每人公噸),1972,10.3328168556
Singapore,金融部門提供之國內信貸(佔GDP百分比),1972,19.7285962206
Singapore,電力消耗(每人千瓦時),1972,1371.02769002
Singapore,能源使用量(每人石油當量公斤),1972,1569.47082327
Singapore,商品與服務出口(佔GDP百分比),1972,106.799556498
Singapore,總生育率(每名婦女生育數),1972,3.048
Singapore,GDP成長率(年增率%),1972,13.5265887828
Singapore,商品與服務進口(佔GDP百分比),1972,122.383580794
Singapore,工業增加值(佔GDP百分比),1972,
Singapore,通貨膨脹率-GDP平減指數(年增率%),1972,5.52762133222
Singapore,出生時預期壽命(歲),1972,69.042902439
Singapore,人口密度(每平方公里人數),1972,3212.53731343
Singapore,服務業等增加值(佔GDP百分比),1972,
Sint Maarten (Dutch part),農業增加值(佔GDP百分比),1972,
Sint Maarten (Dutch part),二氧化碳排放量(每人公噸),1972,
Sint Maarten (Dutch part),金融部門提供之國內信貸(佔GDP百分比),1972,
Sint Maarten (Dutch part),電力消耗(每人千瓦時),1972,
Sint Maarten (Dutch part),能源使用量(每人石油當量公斤),1972,
Sint Maarten (Dutch part),商品與服務出口(佔GDP百分比),1972,
Sint Maarten (Dutch part),總生育率(每名婦女生育數),1972,
Sint Maarten (Dutch part),GDP成長率(年增率%),1972,
Sint Maarten (Dutch part),商品與服務進口(佔GDP百分比),1972,
Sint Maarten (Dutch part),工業增加值(佔GDP百分比),1972,
Sint Maarten (Dutch part),通貨膨脹率-GDP平減指數(年增率%),1972,
Sint Maarten (Dutch part),出生時預期壽命(歲),1972,
Sint Maarten (Dutch part),人口密度(每平方公里人數),1972,
Sint Maarten (Dutch part),服務業等增加值(佔GDP百分比),1972,
Slovak Republic,農業增加值(佔GDP百分比),1972,
Slovak Republic,二氧化碳排放量(每人公噸),1972,
Slovak Republic,金融部門提供之國內信貸(佔GDP百分比),1972,
Slovak Republic,電力消耗(每人千瓦時),1972,2829.46911884
Slovak Republic,能源使用量(每人石油當量公斤),1972,3224.51944058
Slovak Republic,商品與服務出口(佔GDP百分比),1972,
Slovak Republic,總生育率(每名婦女生育數),1972,2.49
Slovak Republic,GDP成長率(年增率%),1972,
Slovak Republic,商品與服務進口(佔GDP百分比),1972,
Slovak Republic,工業增加值(佔GDP百分比),1972,
Slovak Republic,通貨膨脹率-GDP平減指數(年增率%),1972,
Slovak Republic,出生時預期壽命(歲),1972,70.1033658537
Slovak Republic,人口密度(每平方公里人數),1972,95.5638669439
Slovak Republic,服務業等增加值(佔GDP百分比),1972,
Slovenia,農業增加值(佔GDP百分比),1972,
Slovenia,二氧化碳排放量(每人公噸),1972,
Slovenia,金融部門提供之國內信貸(佔GDP百分比),1972,
Slovenia,電力消耗(每人千瓦時),1972,
Slovenia,能源使用量(每人石油當量公斤),1972,
Slovenia,商品與服務出口(佔GDP百分比),1972,
Slovenia,總生育率(每名婦女生育數),1972,2.213
Slovenia,GDP成長率(年增率%),1972,
Slovenia,商品與服務進口(佔GDP百分比),1972,
Slovenia,工業增加值(佔GDP百分比),1972,
Slovenia,通貨膨脹率-GDP平減指數(年增率%),1972,
Slovenia,出生時預期壽命(歲),1972,69.0585365854
Slovenia,人口密度(每平方公里人數),1972,87.0026315789
Slovenia,服務業等增加值(佔GDP百分比),1972,
Solomon Islands,農業增加值(佔GDP百分比),1972,
Solomon Islands,二氧化碳排放量(每人公噸),1972,0.318686666783
Solomon Islands,金融部門提供之國內信貸(佔GDP百分比),1972,
Solomon Islands,電力消耗(每人千瓦時),1972,
Solomon Islands,能源使用量(每人石油當量公斤),1972,
Solomon Islands,商品與服務出口(佔GDP百分比),1972,
Solomon Islands,總生育率(每名婦女生育數),1972,7.145
Solomon Islands,GDP成長率(年增率%),1972,
Solomon Islands,商品與服務進口(佔GDP百分比),1972,
Solomon Islands,工業增加值(佔GDP百分比),1972,
Solomon Islands,通貨膨脹率-GDP平減指數(年增率%),1972,
Solomon Islands,出生時預期壽命(歲),1972,55.4386341463
Solomon Islands,人口密度(每平方公里人數),1972,6.16645230439
Solomon Islands,服務業等增加值(佔GDP百分比),1972,
Somalia,農業增加值(佔GDP百分比),1972,61.575417137
Somalia,二氧化碳排放量(每人公噸),1972,0.0672401616482
Somalia,金融部門提供之國內信貸(佔GDP百分比),1972,
Somalia,電力消耗(每人千瓦時),1972,
Somalia,能源使用量(每人石油當量公斤),1972,
Somalia,商品與服務出口(佔GDP百分比),1972,15.7372130402
Somalia,總生育率(每名婦女生育數),1972,7.117999999999999
Somalia,GDP成長率(年增率%),1972,10.1008460492
Somalia,商品與服務進口(佔GDP百分比),1972,20.5477149341
Somalia,工業增加值(佔GDP百分比),1972,14.6499277747
Somalia,通貨膨脹率-GDP平減指數(年增率%),1972,11.9902115115
Somalia,出生時預期壽命(歲),1972,41.7168536585
Somalia,人口密度(每平方公里人數),1972,5.56364172538
Somalia,服務業等增加值(佔GDP百分比),1972,23.7746513688
South Africa,農業增加值(佔GDP百分比),1972,7.635976762239999
South Africa,二氧化碳排放量(每人公噸),1972,7.42556259382
South Africa,金融部門提供之國內信貸(佔GDP百分比),1972,90.3149855121
South Africa,電力消耗(每人千瓦時),1972,2405.27268636
South Africa,能源使用量(每人石油當量公斤),1972,1997.49821372
South Africa,商品與服務出口(佔GDP百分比),1972,25.349463415
South Africa,總生育率(每名婦女生育數),1972,5.482
South Africa,GDP成長率(年增率%),1972,1.65478759708
South Africa,商品與服務進口(佔GDP百分比),1972,22.8170244389
South Africa,工業增加值(佔GDP百分比),1972,37.7205235944
South Africa,通貨膨脹率-GDP平減指數(年增率%),1972,11.0166164854
South Africa,出生時預期壽命(歲),1972,53.5336341463
South Africa,人口密度(每平方公里人數),1972,19.5669645286
South Africa,服務業等增加值(佔GDP百分比),1972,54.6435003091
South Sudan,農業增加值(佔GDP百分比),1972,
South Sudan,二氧化碳排放量(每人公噸),1972,
South Sudan,金融部門提供之國內信貸(佔GDP百分比),1972,
South Sudan,電力消耗(每人千瓦時),1972,
South Sudan,能源使用量(每人石油當量公斤),1972,
South Sudan,商品與服務出口(佔GDP百分比),1972,
South Sudan,總生育率(每名婦女生育數),1972,6.903
South Sudan,GDP成長率(年增率%),1972,
South Sudan,商品與服務進口(佔GDP百分比),1972,
South Sudan,工業增加值(佔GDP百分比),1972,
South Sudan,通貨膨脹率-GDP平減指數(年增率%),1972,
South Sudan,出生時預期壽命(歲),1972,36.5817073171
South Sudan,人口密度(每平方公里人數),1972,
South Sudan,服務業等增加值(佔GDP百分比),1972,
Spain,農業增加值(佔GDP百分比),1972,
Spain,二氧化碳排放量(每人公噸),1972,4.20332791299
Spain,金融部門提供之國內信貸(佔GDP百分比),1972,83.9619976894
Spain,電力消耗(每人千瓦時),1972,1708.5327077999998
Spain,能源使用量(每人石油當量公斤),1972,1299.43101563
Spain,商品與服務出口(佔GDP百分比),1972,13.4030631371
Spain,總生育率(每名婦女生育數),1972,2.86
Spain,GDP成長率(年增率%),1972,8.14974586737
Spain,商品與服務進口(佔GDP百分比),1972,13.8115969183
Spain,工業增加值(佔GDP百分比),1972,
Spain,通貨膨脹率-GDP平減指數(年增率%),1972,8.51792486553
Spain,出生時預期壽命(歲),1972,72.8180487805
Spain,人口密度(每平方公里人數),1972,69.2394033375
Spain,服務業等增加值(佔GDP百分比),1972,
Sri Lanka,農業增加值(佔GDP百分比),1972,
Sri Lanka,二氧化碳排放量(每人公噸),1972,0.275431303942
Sri Lanka,金融部門提供之國內信貸(佔GDP百分比),1972,30.8010468496
Sri Lanka,電力消耗(每人千瓦時),1972,64.92496695439999
Sri Lanka,能源使用量(每人石油當量公斤),1972,314.546613794
Sri Lanka,商品與服務出口(佔GDP百分比),1972,22.3257034171
Sri Lanka,總生育率(每名婦女生育數),1972,4.083
Sri Lanka,GDP成長率(年增率%),1972,-0.410479911097
Sri Lanka,商品與服務進口(佔GDP百分比),1972,23.899783564
Sri Lanka,工業增加值(佔GDP百分比),1972,
Sri Lanka,通貨膨脹率-GDP平減指數(年增率%),1972,8.96686002389
Sri Lanka,出生時預期壽命(歲),1972,65.10160975609999
Sri Lanka,人口密度(每平方公里人數),1972,205.08690798900005
Sri Lanka,服務業等增加值(佔GDP百分比),1972,
St. Kitts and Nevis,農業增加值(佔GDP百分比),1972,
St. Kitts and Nevis,二氧化碳排放量(每人公噸),1972,0.661793900018
St. Kitts and Nevis,金融部門提供之國內信貸(佔GDP百分比),1972,
St. Kitts and Nevis,電力消耗(每人千瓦時),1972,
St. Kitts and Nevis,能源使用量(每人石油當量公斤),1972,
St. Kitts and Nevis,商品與服務出口(佔GDP百分比),1972,
St. Kitts and Nevis,總生育率(每名婦女生育數),1972,3.5
St. Kitts and Nevis,GDP成長率(年增率%),1972,
St. Kitts and Nevis,商品與服務進口(佔GDP百分比),1972,
St. Kitts and Nevis,工業增加值(佔GDP百分比),1972,
St. Kitts and Nevis,通貨膨脹率-GDP平減指數(年增率%),1972,
St. Kitts and Nevis,出生時預期壽命(歲),1972,
St. Kitts and Nevis,人口密度(每平方公里人數),1972,126.651428571
St. Kitts and Nevis,服務業等增加值(佔GDP百分比),1972,
St. Lucia,農業增加值(佔GDP百分比),1972,
St. Lucia,二氧化碳排放量(每人公噸),1972,0.723355689568
St. Lucia,金融部門提供之國內信貸(佔GDP百分比),1972,
St. Lucia,電力消耗(每人千瓦時),1972,
St. Lucia,能源使用量(每人石油當量公斤),1972,
St. Lucia,商品與服務出口(佔GDP百分比),1972,
St. Lucia,總生育率(每名婦女生育數),1972,5.813
St. Lucia,GDP成長率(年增率%),1972,
St. Lucia,商品與服務進口(佔GDP百分比),1972,
St. Lucia,工業增加值(佔GDP百分比),1972,
St. Lucia,通貨膨脹率-GDP平減指數(年增率%),1972,
St. Lucia,出生時預期壽命(歲),1972,64.0537073171
St. Lucia,人口密度(每平方公里人數),1972,174.521311475
St. Lucia,服務業等增加值(佔GDP百分比),1972,
St. Martin (French part),農業增加值(佔GDP百分比),1972,
St. Martin (French part),二氧化碳排放量(每人公噸),1972,
St. Martin (French part),金融部門提供之國內信貸(佔GDP百分比),1972,
St. Martin (French part),電力消耗(每人千瓦時),1972,
St. Martin (French part),能源使用量(每人石油當量公斤),1972,
St. Martin (French part),商品與服務出口(佔GDP百分比),1972,
St. Martin (French part),總生育率(每名婦女生育數),1972,
St. Martin (French part),GDP成長率(年增率%),1972,
St. Martin (French part),商品與服務進口(佔GDP百分比),1972,
St. Martin (French part),工業增加值(佔GDP百分比),1972,
St. Martin (French part),通貨膨脹率-GDP平減指數(年增率%),1972,
St. Martin (French part),出生時預期壽命(歲),1972,
St. Martin (French part),人口密度(每平方公里人數),1972,105.808823529
St. Martin (French part),服務業等增加值(佔GDP百分比),1972,
St. Vincent and the Grenadines,農業增加值(佔GDP百分比),1972,
St. Vincent and the Grenadines,二氧化碳排放量(每人公噸),1972,0.3965824906719999
St. Vincent and the Grenadines,金融部門提供之國內信貸(佔GDP百分比),1972,
St. Vincent and the Grenadines,電力消耗(每人千瓦時),1972,
St. Vincent and the Grenadines,能源使用量(每人石油當量公斤),1972,
St. Vincent and the Grenadines,商品與服務出口(佔GDP百分比),1972,
St. Vincent and the Grenadines,總生育率(每名婦女生育數),1972,5.629
St. Vincent and the Grenadines,GDP成長率(年增率%),1972,25.8314889422
St. Vincent and the Grenadines,商品與服務進口(佔GDP百分比),1972,
St. Vincent and the Grenadines,工業增加值(佔GDP百分比),1972,
St. Vincent and the Grenadines,通貨膨脹率-GDP平減指數(年增率%),1972,6.36318854962
St. Vincent and the Grenadines,出生時預期壽命(歲),1972,65.4689756098
St. Vincent and the Grenadines,人口密度(每平方公里人數),1972,237.08974359
St. Vincent and the Grenadines,服務業等增加值(佔GDP百分比),1972,
Sudan,農業增加值(佔GDP百分比),1972,44.161696487700006
Sudan,二氧化碳排放量(每人公噸),1972,0.3649154218
Sudan,金融部門提供之國內信貸(佔GDP百分比),1972,28.4825352764
Sudan,電力消耗(每人千瓦時),1972,27.4051736898
Sudan,能源使用量(每人石油當量公斤),1972,485.018934669
Sudan,商品與服務出口(佔GDP百分比),1972,16.018968309
Sudan,總生育率(每名婦女生育數),1972,6.91
Sudan,GDP成長率(年增率%),1972,-5.070986480309999
